transaction_id,parent,parent_type,child,child_type,rel_type,date
2187-27_tr_19,Gotabaya Rajapaksa,citizen,State Minister of Defence,stateMinister,AS_MINISTER,2020-08-09
2187-27_tr_20,Minister of Defence,cabinetMinister,National Media Centre,department,AS_DEPARTMENT,2020-08-09
2187-27_tr_21,Minister of Defence,cabinetMinister,Information and Communication Technology Agency of Sri Lanka,department,AS_DEPARTMENT,2020-08-09
2187-27_tr_58,Minister of Information and Mass Media,cabinetMinister,Department of Telecommunications,department,AS_DEPARTMENT,2020-08-09
2187-27_tr_59,State Minister of Wildlife Resources,stateMinister,Wildlife Trust,department,AS_DEPARTMENT,2020-08-09
2187-27_tr_60,Minister of Information and Mass Media,cabinetMinister,Sri Lanka Media Training Institute,department,AS_DEPARTMENT,2020-08-09
2187-27_tr_61,"Minister of Internal Trade, Food Security and Consumer Welfare",cabinetMinister,Internal Trade Department,department,AS_DEPARTMENT,2020-08-09
2187-27_tr_63,"Minister of Buddha Sasana, Religious and Cultural Affairs",cabinetMinister,International Buddhist Centre,department,AS_DEPARTMENT,2020-08-09
2187-27_tr_98,Minister of Urban Development and Housing,cabinetMinister,Housing Planning and Building Centre and its subsidiaries and affiliated companies,department,AS_DEPARTMENT,2020-08-09
2187-27_tr_99,Minister of Community Empowerment and Estate Infrastructure Development,cabinetMinister,Resettlement Authority,department,AS_DEPARTMENT,2020-08-09
2187-27_tr_100,Gotabaya Rajapaksa,citizen,Minister of Community Empowerment and Estate Infrastructure Development,cabinetMinister,AS_MINISTER,2020-08-09
2187-27_tr_174,Minister of Health,cabinetMinister,Private Medical Institute Council,department,AS_DEPARTMENT,2020-08-09
2187-27_tr_275,Gotabaya Rajapaksa,citizen,State Minister of Renewable Energy & Power,stateMinister,AS_MINISTER,2020-08-09
2187-27_tr_284,Minister of Highways,cabinetMinister,Road Maintenance Trust Fund,department,AS_DEPARTMENT,2020-08-09
2187-27_tr_290,Minister of Transport,cabinetMinister,Werahara Engineering Services Ltd. (WESCO),department,AS_DEPARTMENT,2020-08-09
2187-27_tr_299,Minister of Youth and Sports,cabinetMinister,Provincial Sports Complexes,department,AS_DEPARTMENT,2020-08-09
2187-27_tr_300,Minister of Youth and Sports,cabinetMinister,National Youth Awards Authority,department,AS_DEPARTMENT,2020-08-09
2187-27_tr_348,Gotabaya Rajapaksa,citizen,State Minister of Economy and Policy Development,stateMinister,AS_MINISTER,2020-08-09
2187-27_tr_349,Gotabaya Rajapaksa,citizen,State Minister of Highways Development,stateMinister,AS_MINISTER,2020-08-09
2187-27_tr_350,Gotabaya Rajapaksa,citizen,State Minister of Housing,stateMinister,AS_MINISTER,2020-08-09
2187-27_tr_351,Gotabaya Rajapaksa,citizen,State Minister of Wildlife Resources,stateMinister,AS_MINISTER,2020-08-09
