transaction_id,old_parent,new_parent,child,type,date,old_president_name,new_president_name
2159-10_tr_01,"Minister of Fisheries & Aquatic Resources","State Minister of Fisheries and Inland Fisheries Industry","National Aquaculture Development Authority",department,2020-01-21,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2159-10_tr_02,"Minister of Fisheries & Aquatic Resources","State Minister of Fisheries and Inland Fisheries Industry","National Aquatic Resources Research and Development Agency",department,2020-01-21,Gotabaya Rajapaksa,Gotabaya Rajapaksa
