transaction_id,old_parent,new_parent,child,type,date,old_president_name,new_president_name
2301-47_tr_02,,State Minister of Sports and Youth Affairs,Sri Lanka Anti-doping Agency,department,2022-07-10,Ranil Wickremesinghe,Ranil Wickremesinghe
2301-47_tr_03,,State Minister of Sports and Youth Affairs,National Centre for Leadership Development,department,2022-07-10,Ranil Wickremesinghe,Ranil Wickremesinghe
