transaction_id,parent,parent_type,child,child_type,rel_type,role,date
2286-11_tr_01,Minister of Investment Promotion,cabinetMinister,Kulappu Arachchige Don Dhammika Perera,citizen,AS_APPOINTED,minister,2022-06-27
