transaction_id,parent,parent_type,child,child_type,rel_type,role,date
2403-03-01_tr_01,Government of Sri Lanka,government,Dinesh Chandra Rupasingha Gunawardena,citizen,AS_PRIME_MINISTER,,2024-09-23
