transaction_id,old_parent,new_parent,child,type,date,old_president_name,new_president_name
2398-40_tr_02,"Minister of Finance, Economic Stabilization and National Policies",Non Cabinet Minister of Development Projects,Department of Project Management and Monitoring,department,2024-08-23,Ranil Wickremesinghe,Ranil Wickremesinghe
2398-40_tr_03,"Minister of Finance, Economic Stabilization and National Policies",Non Cabinet Minister of Development Projects,Department of Information Technology Management,department,2024-08-23,Ranil Wickremesinghe,Ranil Wickremesinghe
