transaction_id,parent,parent_type,child,child_type,rel_type,date,president
2355-09_tr_01,Ranil Wickremesinghe,citizen,Non Cabinet Minister of State Plantation Enterprises Reforms,stateMinister,AS_MINISTER,2023-10-23,Ranil Wickremesinghe
