transaction_id,old,new,type,date
2270-14_tr_01,State Minister of National Security and Disaster Management,State Minister of Defence,stateMinister,2022-03-08
2270-14_tr_13,Minister of Wildlife and Forest Conservation,Minister of Wildlife and Forest Resources Conservation,cabinetMinister,2022-03-08
