transaction_id,old,new,type,date
2205-14_tr_02,State Minister of Prison Reforms and Prisoners' Rehabilitation,State Minister of Prison Management and Prisoners' Rehabilitation,stateMinister,2020-12-11
2205-14_tr_07,State Minister of Rural and School Sports Infrastructure Improvement,Minister of Rural and School Sports Infrastructure Improvement,stateMinister,2020-12-11
