transaction_id,parent,parent_type,child,child_type,rel_type,date
2401-18_tr_01,"State Minister of Urban Development and Housing",stateMinister,Amith Thenuka Vidanagamage,citizen,AS_APPOINTED,2024-09-10
2401-18_tr_02,"State Minister of Small and Medium Enterprises Development",stateMinister,Prasanna Ranaweera Bulathwalage,citizen,AS_APPOINTED,2024-09-10
2401-18_tr_03,"State Minister of Power and Energy",stateMinister,Denagama Vitharanage Chanaka Dinushan,citizen,AS_APPOINTED,2024-09-10
2401-18_tr_04,"State Minister of Irrigation and Water Supply",stateMinister,Shashindra Rajapaksa,citizen,AS_APPOINTED,2024-09-10
2401-18_tr_05,"State Minister of Women and Child Affairs",stateMinister,Geetha Samanmalee Kumarasingha,citizen,AS_APPOINTED,2024-09-10
