transaction_id,old,new,type,date
2158-17_tr_04,National Livestock Development Board and affiliated companies,National Livestock Development Board,department,2020-01-14
2158-17_tr_05,Milco (Pvt.) Ltd.,"Milco (Pvt.) Ltd and Associated Companies",department,2020-01-14

