transaction_id,parent,parent_type,child,child_type,rel_type,date
2153-12_tr_01,Minister of Defence,cabinetMinister,Gotabaya Rajapaksa,citizen,AS_APPOINTED,2019-12-10
2153-12_tr_02,Minister of Transport Services Management,cabinetMinister,Mahinda Amaraweera,citizen,AS_APPOINTED,2019-12-10
