transaction_id,parent,parent_type,child,child_type,rel_type,role,date
2180-30_tr_02,Minister of Community Empowerment and Estate Infrastructure Development,cabinetMinister,Mahinda Rajapaksa,citizen,AS_APPOINTED,minister,2020-06-18
