transaction_id,old,new,type,date
2202-25_tr_01,"State Minister of Internal Security, Home Affairs and Disaster Management","State Minister of National Security, Home Affairs and Disaster Management",stateMinister,2020-11-20
2202-25_tr_22,Ape Gama,Ape Gama - Excluding Office Premises,department,2020-11-20
2202-25_tr_12,The Telecommunications Regulatory Commission of Sri Lanka,Telecommunication Regulatory Commission of Sri Lanka and Allied Institutions,department,2020-11-20
2202-25_tr_15,Sri Lanka Telecom and its subsidiaries and affiliated companies,Sri Lanka Telecom and its Subsidiaries and Allied Institutions,department,2020-11-20
2202-25_tr_27,Department of Civil Security,Civil Security Department,department,2020-11-20
