transaction_id,old_parent,new_parent,child,type,date,old_president_name,new_president_name
2301-45_tr_01,,State Minister of Water Supply,Department of National Community Water Supply,department,2022-10-13,Ranil Wickremesinghe,Ranil Wickremesinghe
2301-45_tr_02,,State Minister of Water Supply,Water Resources Board,department,2022-10-13,Ranil Wickremesinghe,Ranil Wickremesinghe
