transaction_id,old_parent,new_parent,child,type,date,old_president_name,new_president_name
2315-35_tr_02,Minister of Urban Development and Housing,Minister of Water Supply and Estate Infrastructure Development,New Villages Development Authority for Plantation Region,department,2023-01-19,Ranil Wickremesinghe,Ranil Wickremesinghe
2315-35_tr_03,Minister of Urban Development and Housing,Minister of Water Supply and Estate Infrastructure Development,Plantation Human Development Trust,department,2023-01-19,Ranil Wickremesinghe,Ranil Wickremesinghe
2315-35_tr_04,Minister of Urban Development and Housing,Minister of Water Supply and Estate Infrastructure Development,Saumyamoorthi Thondaman Memorial Foundation,department,2023-01-19,Ranil Wickremesinghe,Ranil Wickremesinghe
2315-35_tr_05,Minister of Urban Development and Housing,Minister of Water Supply and Estate Infrastructure Development,Estate Sector Self-Employment Revolving Fund,department,2023-01-19,Ranil Wickremesinghe,Ranil Wickremesinghe
2315-35_tr_06,,Minister of Water Supply and Estate Infrastructure Development,Water Resources Board,department,2023-01-19,Ranil Wickremesinghe,Ranil Wickremesinghe
2315-35_tr_07,,Minister of Water Supply and Estate Infrastructure Development,Department of National Community Water Supply,department,2023-01-19,Ranil Wickremesinghe,Ranil Wickremesinghe

