transaction_id,old_parent,new_parent,child,type,date,old_president_name,new_president_name
2159-17_tr_01,Minister of Industries and Supply Chain Management,State Minister of Industries,National Gem and Jewellery Authority,department,2020-01-22,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2159-17_tr_02,Minister of Industries and Supply Chain Management,State Minister of Industries,Gem and Jewellery Research Institute,department,2020-01-22,Gotabaya Rajapaksa,Gotabaya Rajapaksa
