transaction_id,parent,parent_type,child,child_type,rel_type,role,date
2204-28_tr_01,State Minister of Prison Reforms and Prisoners' Rehabilitation,stateMinister,Sudarshini Fernandopulle,citizen,AS_APPOINTED,minister,2020-12-04
