transaction_id,parent,parent_type,child,child_type,rel_type,date
2289-43_tr_496,Ranil Wickremesinghe,citizen,Minister of Defence,cabinetMinister,AS_MINISTER,2022-07-22
2289-43_tr_497,Ranil Wickremesinghe,citizen,"Minister of Finance, Economic Stabilization and National Policies",cabinetMinister,AS_MINISTER,2022-07-22
2289-43_tr_498,Ranil Wickremesinghe,citizen,Minister of Technology,cabinetMinister,AS_MINISTER,2022-07-22
2289-43_tr_499,Ranil Wickremesinghe,citizen,"Minister of Women, Child Affairs and Social Empowerment",cabinetMinister,AS_MINISTER,2022-07-22
2289-43_tr_500,Ranil Wickremesinghe,citizen,"Minister of Ports, Shipping and Aviation",cabinetMinister,AS_MINISTER,2022-07-22
2289-43_tr_501,Ranil Wickremesinghe,citizen,Minister of Investment Promotion,cabinetMinister,AS_MINISTER,2022-07-22
2289-43_tr_502,Ranil Wickremesinghe,citizen,"Minister of Public Administration, Home Affairs, Provincial Councils and Local Government",cabinetMinister,AS_MINISTER,2022-07-22
2289-43_tr_503,Ranil Wickremesinghe,citizen,Minister of Fisheries,cabinetMinister,AS_MINISTER,2022-07-22
2289-43_tr_504,Ranil Wickremesinghe,citizen,Minister of Education,cabinetMinister,AS_MINISTER,2022-07-22
2289-43_tr_505,Ranil Wickremesinghe,citizen,Minister of Transport and Highways,cabinetMinister,AS_MINISTER,2022-07-22
2289-43_tr_506,Ranil Wickremesinghe,citizen,Minister of Mass Media,cabinetMinister,AS_MINISTER,2022-07-22
2289-43_tr_507,Ranil Wickremesinghe,citizen,Minister of Health,cabinetMinister,AS_MINISTER,2022-07-22
2289-43_tr_508,Ranil Wickremesinghe,citizen,Minister of Water Supply,cabinetMinister,AS_MINISTER,2022-07-22
2289-43_tr_509,Ranil Wickremesinghe,citizen,Minister of Agriculture,cabinetMinister,AS_MINISTER,2022-07-22
2289-43_tr_510,Ranil Wickremesinghe,citizen,Minister of Wildlife and Forest Resources Conservation,cabinetMinister,AS_MINISTER,2022-07-22
2289-43_tr_511,Ranil Wickremesinghe,citizen,"Minister of Justice, Prisons Affairs and Constitutional Reforms",cabinetMinister,AS_MINISTER,2022-07-22
2289-43_tr_512,Ranil Wickremesinghe,citizen,Minister of Tourism and Lands,cabinetMinister,AS_MINISTER,2022-07-22
2289-43_tr_513,Ranil Wickremesinghe,citizen,Minister of Plantation Industries,cabinetMinister,AS_MINISTER,2022-07-22
2289-43_tr_514,Ranil Wickremesinghe,citizen,Minister of Industries,cabinetMinister,AS_MINISTER,2022-07-22
2289-43_tr_515,Ranil Wickremesinghe,citizen,Minister of Urban Development and Housing,cabinetMinister,AS_MINISTER,2022-07-22
2289-43_tr_516,Ranil Wickremesinghe,citizen,Minister of Foreign Affairs,cabinetMinister,AS_MINISTER,2022-07-22
2289-43_tr_517,Ranil Wickremesinghe,citizen,"Minister of Buddhasasana, Religious and Cultural Affairs",cabinetMinister,AS_MINISTER,2022-07-22
2289-43_tr_518,Ranil Wickremesinghe,citizen,Minister of Power and Energy,cabinetMinister,AS_MINISTER,2022-07-22
2289-43_tr_519,Ranil Wickremesinghe,citizen,Minister of Environment,cabinetMinister,AS_MINISTER,2022-07-22
2289-43_tr_520,Ranil Wickremesinghe,citizen,Minister of Sports and Youth Affairs,cabinetMinister,AS_MINISTER,2022-07-22
2289-43_tr_521,Ranil Wickremesinghe,citizen,Minister of Irrigation,cabinetMinister,AS_MINISTER,2022-07-22
2289-43_tr_522,Ranil Wickremesinghe,citizen,Minister of Labour and Foreign Employment,cabinetMinister,AS_MINISTER,2022-07-22
2289-43_tr_523,Ranil Wickremesinghe,citizen,Minister of Public Security,cabinetMinister,AS_MINISTER,2022-07-22
2289-43_tr_524,Ranil Wickremesinghe,citizen,"Minister of Trade, Commerce and Food Security",cabinetMinister,AS_MINISTER,2022-07-22
2289-43_tr_1030,Minister of Tourism and Lands,cabinetMinister,Land Acquisition Board of Review,department,AS_DEPARTMENT,2022-07-22
2289-43_tr_1031,Minister of Industries,cabinetMinister,National Salt Limited,department,AS_DEPARTMENT,2022-07-22
2289-43_tr_1032,Minister of Power and Energy,cabinetMinister,Petroleum Development Authority of Sri Lanka,department,AS_DEPARTMENT,2022-07-22
